, InstallationID , InstallationType , PanelType      , Capacity (kW) , EnergyProduced (kWh) , MaintenanceFrequency (months) , Cost (₹) , Region        , Latitude , Longitude , TypeOfInstallation     , InstallerName  , WarrantyYears , AnnualSavings (₹) 
4073, S002           ,0,1,50,5409,8,362549,7,19.9948,77.2019,0,1,18,71079
4074, S008           ,1,2,97,9657,5,613641,2,21.0917,75.6447,0,0,19,91975
4075, S006           ,1,2,73,9316,6,567883,8,10.8505,83.0089,1,0,23,138423
4076, S005           ,0,1,50,5336,7,283432,7,28.6139,75.5058,1,2,19,68483
4077, S003           ,2,0,81,2618,20,72498,6,21.41,75.4442,0,0,22,21508
4078, S010           ,2,2,12,2080,21,105245,3,13.8194,73.7209,0,3,24,15144
4079, S002           ,0,1,34,4789,7,296781,1,26.472,73.3923,0,2,18,63786
4080, S008           ,0,1,44,4660,6,639207,8,22.057,71.1924,1,3,19,72797
4081, S008           ,2,0,25,911,22,65899,3,10.8505,76.9398,0,3,23,10000
4082, S002           ,0,1,42,5194,6,331768,7,14.1883,80.3171,0,1,19,50498
4083, S004           ,2,0,6,1942,15,56000,3,10.8505,74.9581,0,3,23,12205
4084, S010           ,0,1,43,6187,5,315337,9,21.8304,74.7683,0,1,21,61414
4085, S006           ,1,2,100,9227,6,622326,9,14.9859,87.855,1,0,21,107719
4086, S004           ,2,0,16,1745,24,56000,3,10.8505,74.5702,0,3,25,22887
4087, S007           ,2,2,99,1525,6,56000,6,24.9908,76.4103,0,3,19,10488
4088, S009           ,0,2,98,5675,7,594526,1,23.7615,71.9647,1,0,20,58494
4089, S007           ,2,0,9,1354,22,108456,2,23.5169,76.5834,0,3,23,13799
4090, S006           ,2,0,90,5320,5,607477,3,18.9337,81.6067,1,3,20,136259
4091, S007           ,2,2,82,873,22,471283,9,12.6747,81.1679,1,2,23,102380
4092, S005           ,0,1,43,4768,6,288327,7,24.0232,78.79,1,3,19,67453
4093, S007           ,2,0,11,720,22,85342,2,14.4006,77.1805,0,3,24,10000
4094, S003           ,1,2,16,10500,15,700000,6,10.8505,77.4569,0,0,24,109668
4095, S007           ,2,0,6,788,22,104478,8,11.0912,72.2021,1,1,25,14763
4096, S003           ,1,2,89,9354,7,592877,9,24.6593,87.6925,1,2,23,10013
4097, S004           ,2,0,12,1309,22,56000,2,10.8505,74.0703,0,3,25,10000
4098, S004           ,2,0,22,2271,24,59166,5,10.8505,71.1924,0,3,23,10000
4099, S004           ,2,0,11,1915,21,73606,5,21.0031,74.1477,1,0,24,135182
4100, S002           ,0,2,84,9126,5,286963,0,10.8505,79.0556,0,0,19,68123
4101, S005           ,0,1,48,6116,8,304344,0,27.636,74.0056,0,1,18,60893
4102, S007           ,0,2,90,10369,6,566522,5,24.4477,75.4884,0,0,22,114321
4103, S010           ,0,0,13,2017,24,67539,8,12.3033,73.9473,0,3,24,16144
4104, S009           ,1,2,83,8446,7,578985,9,20.794,84.2672,1,0,20,149866
4105, S004           ,1,0,93,1454,6,95916,8,22.0617,82.7042,0,3,23,15053
4106, S008           ,0,1,100,10500,6,290018,9,21.9931,71.1924,1,1,18,75511
4107, S006           ,1,2,92,9312,7,592609,5,22.097,72.5805,0,0,21,130816
4108, S002           ,0,1,42,5661,8,276409,1,26.4711,74.6791,0,2,20,62633
4109, S007           ,2,0,19,1856,24,56000,8,15.0756,74.6035,0,3,23,10000
4110, S008           ,0,1,50,1263,7,97242,8,17.2839,73.1861,0,1,18,53826
4111, S004           ,2,0,13,2230,23,56000,2,12.6142,73.9388,0,3,24,10000
4112, S006           ,1,2,86,9198,6,601835,0,21.1495,85.9782,1,0,18,99263
4113, S002           ,0,1,56,4905,7,319072,8,16.0025,73.835,0,1,21,69954
4114, S009           ,0,1,16,10500,21,56000,2,21.7422,77.4204,1,0,24,10000
4115, S007           ,1,1,88,10222,7,567082,3,10.8505,72.4998,0,2,19,103956
4116, S007           ,1,2,100,10182,17,604521,1,20.3787,71.1924,1,0,21,104041
4117, S003           ,1,2,100,10057,6,700000,5,22.1481,80.3306,1,0,20,92637
4118, S004           ,0,1,51,5717,6,364446,3,12.3752,75.3136,0,0,18,126589
4119, S004           ,0,1,46,4849,5,308849,0,10.8505,74.914,0,1,20,62482
4120, S007           ,2,0,8,1831,18,56000,8,10.8505,74.3245,0,3,23,10632
4121, S007           ,2,0,8,1012,16,56000,8,15.1846,75.9345,0,3,23,10000
4122, S008           ,0,1,6,6200,7,293447,8,19.884,74.2199,1,1,21,63921
4123, S007           ,0,2,50,5565,6,314510,7,18.2611,76.2488,0,3,19,58184
4124, S004           ,0,1,46,5076,6,278672,0,12.6304,76.3704,1,2,19,53068
4125, S008           ,1,2,83,9254,5,548632,9,18.081,73.836,1,0,19,124322
4126, S009           ,1,2,86,9156,7,668569,6,10.8505,82.5392,1,0,24,136622
4127, S008           ,2,0,21,2235,18,60532,2,10.8505,77.2257,1,3,23,10117
4128, S008           ,0,1,46,5994,7,303322,1,23.8936,71.1924,0,1,18,58407
4129, S007           ,1,0,11,2026,20,149116,9,12.5009,75.9646,1,0,24,10000
4130, S009           ,2,2,89,10500,6,596680,5,24.5651,77.7416,0,0,20,126576
4131, S003           ,1,2,100,9119,6,607687,9,20.5645,83.9924,1,0,22,101777
4132, S009           ,1,2,92,9243,6,575167,5,22.0834,73.7054,0,0,18,119033
4133, S009           ,1,2,15,1770,6,56000,9,10.8505,76.7127,1,3,22,19164
4134, S009           ,1,2,95,10118,7,662736,3,25.6917,81.0537,1,0,25,108728
4135, S006           ,0,0,75,10193,8,598667,5,12.171,75.4672,0,3,18,84002
4136, S006           ,2,2,8,1514,23,348327,3,24.8731,74.2972,1,1,20,14930
4137, S010           ,2,0,17,1401,23,72964,2,10.9466,76.9109,0,3,23,10000
4138, S007           ,2,0,6,1493,15,74113,3,10.8505,74.4121,1,3,24,10000
4139, S010           ,2,0,16,720,21,56000,7,11.9506,75.2613,0,3,23,10685
4140, S002           ,0,1,40,5062,6,288392,0,14.1359,72.0098,0,1,18,54478
4141, S007           ,1,2,48,8520,6,562627,6,22.5215,77.8989,1,0,20,70014
4142, S005           ,2,1,45,5405,7,254161,2,15.0539,72.2966,0,3,21,69736
4143, S009           ,0,1,48,6175,6,347174,0,23.0028,71.1924,0,1,20,72701
4144, S006           ,1,2,95,1793,4,521281,8,21.1597,87.5872,1,0,18,127755
4145, S005           ,0,0,47,5302,22,302111,7,18.669,74.179,0,1,18,56123
4146, S007           ,2,0,19,1263,19,113353,3,10.8505,73.7649,0,3,24,16887
4147, S007           ,2,0,9,1365,24,56000,2,10.8505,75.0482,0,3,24,13916
4148, S004           ,2,0,6,733,24,63888,8,15.9127,73.9415,0,3,22,10000
4149, S003           ,0,0,17,5319,8,365676,8,10.8505,73.3916,1,0,20,63750
4150, S010           ,0,2,6,1128,7,481293,0,19.5963,72.4749,1,1,19,108457
4151, S005           ,0,1,52,5145,5,234638,0,21.7809,71.1924,0,1,18,76606
4152, S005           ,0,1,46,6234,7,275216,7,25.8506,73.4808,0,2,18,63293
4153, S003           ,1,2,100,10456,7,573364,9,20.3697,73.7797,1,0,20,89791
4154, S003           ,2,0,98,2228,19,127763,7,10.8505,76.1837,1,3,24,10000
4155, S003           ,1,2,92,10500,5,648816,9,10.8505,74.7985,1,0,21,150000
4156, S003           ,1,0,96,10500,7,254858,9,20.9903,74.1652,0,0,21,64477
4157, S007           ,1,0,93,9007,4,516880,3,23.8391,79.6269,1,0,19,124381
4158, S007           ,0,1,44,5000,6,372209,3,22.9454,71.2703,0,1,18,71287
4159, S002           ,1,2,100,10500,7,586228,6,19.4774,81.1453,1,3,23,134841
4160, S004           ,2,0,6,1326,24,56000,8,10.8505,75.2129,0,3,23,14327
4161, S004           ,0,0,6,1850,19,56000,3,21.8789,71.1924,0,3,24,14436
4162, S006           ,0,2,44,5448,7,277621,8,10.8558,74.8973,0,3,19,17066
4163, S010           ,0,0,6,1334,17,56000,2,11.3992,73.9587,0,3,23,10542
4164, S002           ,0,1,48,4801,5,309818,5,22.5578,78.5197,0,2,20,122542
4165, S008           ,0,1,45,5397,6,309590,7,27.6293,73.1269,0,1,18,59156
4166, S006           ,2,0,13,2118,19,56000,8,10.8505,79.0328,1,3,23,10000
4167, S004           ,2,0,23,720,7,101088,7,22.3068,75.3763,0,1,22,76834
4168, S007           ,2,2,9,1368,24,56000,0,10.8505,77.8634,0,0,24,10000
4169, S004           ,2,0,9,1380,23,56000,2,10.8505,78.1339,0,3,25,16896
4170, S002           ,0,1,43,5343,7,319154,1,13.2051,75.1459,0,1,18,69168
4171, S006           ,0,2,100,10243,5,610423,5,22.0819,76.7926,1,0,18,148082
4172, S009           ,1,2,92,9390,5,626722,5,22.0563,85.4575,1,0,25,128041
4173, S008           ,0,1,6,2169,23,67652,3,25.9177,75.4596,1,2,22,10000
4174, S002           ,0,1,39,5408,8,267596,7,13.5061,76.5391,0,1,18,52363
4175, S004           ,2,0,12,1346,24,56000,5,13.4868,74.8479,0,3,24,10000
4176, S007           ,2,0,11,2431,20,56000,3,10.8505,78.7391,0,3,22,13672
4177, S006           ,1,2,95,8407,7,516070,6,20.9973,77.298,1,2,19,117871
4178, S002           ,1,2,85,10112,6,600559,0,12.3339,73.9904,0,0,19,115233
4179, S010           ,2,0,47,4967,24,310639,2,25.6187,76.0169,0,2,18,75728
4180, S008           ,1,2,79,10500,6,86198,6,22.6181,72.5083,1,0,22,111185
4181, S002           ,0,1,43,6594,6,268054,7,16.99,78.2894,1,1,19,62904
4182, S006           ,1,2,13,2192,20,56000,3,10.8505,73.9641,1,0,25,11613
4183, S005           ,0,1,52,6722,6,331118,1,25.2341,73.9762,0,1,19,65613
4184, S006           ,1,2,99,9237,5,536392,6,23.7775,76.0636,1,0,20,115287
4185, S007           ,2,0,14,720,19,71076,2,10.8505,73.4708,0,3,23,10000
4186, S008           ,0,1,54,4968,7,360513,7,13.5214,75.3532,0,1,20,60085
4187, S010           ,2,0,100,10500,5,568522,6,10.9767,77.5896,1,3,23,104092
4188, S007           ,1,0,10,1189,20,56000,9,26.4875,76.741,1,0,20,55414
4189, S010           ,2,0,15,2124,18,81565,8,10.8505,74.6039,0,3,25,10000
4190, S009           ,1,1,100,5852,6,570430,1,20.8633,76.9898,1,0,20,125509
4191, S008           ,0,1,49,4124,6,269337,8,23.5864,74.343,0,3,19,74473
4192, S002           ,0,1,45,5922,7,279816,7,22.3174,73.1356,0,1,18,63051
4193, S004           ,2,0,10,720,20,56000,8,11.575,73.5384,0,3,24,10000
4194, S005           ,0,1,47,5254,6,300665,5,11.4121,72.0742,0,2,20,57784
4195, S009           ,1,0,81,9952,7,613867,5,20.962,79.948,0,1,20,126914
4196, S004           ,2,0,24,720,24,56000,6,10.8505,71.9316,0,2,24,10000
4197, S004           ,0,1,46,5361,5,73423,6,23.9709,76.7852,0,2,20,55840
4198, S008           ,0,1,47,4663,5,352068,1,27.2624,75.7073,0,1,19,69692
4199, S006           ,1,2,91,9079,5,599472,8,21.0414,71.3195,1,0,19,115810
4200, S010           ,0,0,14,720,24,221309,8,22.8612,77.2576,0,3,20,10000
4201, S004           ,2,0,11,1154,21,92525,2,10.8505,76.0341,0,3,25,18180
4202, S003           ,1,2,100,8901,6,499173,5,20.2424,85.1618,1,0,21,136405
4203, S007           ,2,0,11,1919,18,93121,3,17.3175,74.7618,0,3,24,21498
4204, S007           ,0,0,44,5681,4,268958,9,10.8505,71.1924,0,2,19,65853
4205, S009           ,1,2,82,9547,4,583554,6,20.2277,87.2176,1,0,22,129732
4206, S010           ,2,0,20,1523,24,56000,2,10.8505,73.394,0,3,24,10000
4207, S008           ,0,2,23,8769,7,572669,7,24.8166,77.3134,0,3,19,94190
4208, S004           ,2,0,13,2079,24,73784,3,11.1741,77.2346,0,3,24,10000
4209, S003           ,1,2,91,9262,5,547305,6,21.6828,77.9038,1,0,21,135544
4210, S010           ,1,0,100,10500,5,556600,8,20.2566,71.1924,1,3,23,130866
4211, S007           ,2,2,96,9495,6,607508,9,21.4775,74.8076,1,0,23,141863
4212, S004           ,2,0,10,2429,23,56000,6,10.8505,73.3126,1,3,24,10000
4213, S007           ,1,0,8,1438,22,56000,1,21.2462,76.857,1,3,23,10000
4214, S003           ,1,2,83,10500,6,631557,6,18.7886,85.1303,1,0,25,125296
4215, S003           ,2,0,15,2388,19,78037,8,20.6427,76.5538,0,3,23,10000
4216, S010           ,1,2,13,1632,18,112719,5,10.8505,77.1016,1,2,24,10464
4217, S002           ,0,1,43,5558,7,321461,0,26.1211,73.9465,0,1,18,71304
4218, S008           ,0,1,45,5226,7,355896,9,24.652,71.1924,1,2,19,65830
4219, S008           ,2,0,45,5412,5,281376,0,16.3201,72.8576,0,3,19,64508
4220, S006           ,1,2,89,9407,4,617978,5,26.7376,86.4286,0,0,19,95605
4221, S008           ,1,1,37,5366,6,354080,5,21.6047,74.6402,1,2,18,68202
4222, S008           ,0,1,50,5697,7,264007,0,26.095,76.2503,1,1,21,58898
4223, S007           ,0,1,100,9560,6,521779,2,22.4642,72.0748,1,1,20,128059
4224, S008           ,0,0,9,1094,22,134100,2,11.5167,71.3724,0,3,21,10000
4225, S003           ,1,1,49,4106,6,291012,7,19.4829,76.4881,0,2,18,52706
4226, S005           ,0,2,92,10500,4,635443,1,22.3466,85.903,1,0,20,144093
4227, S003           ,0,0,45,1483,7,56000,7,26.5806,75.2612,0,0,24,126521
4228, S006           ,1,0,12,8937,4,692589,6,21.7702,81.7842,1,0,20,91676
4229, S008           ,1,2,89,10424,5,603238,6,10.8505,77.277,1,0,23,107658
4230, S008           ,0,1,52,5159,7,320049,0,24.6341,73.0582,0,1,19,60842
4231, S004           ,2,0,15,1112,24,62175,2,11.2163,73.2145,0,3,24,10000
4232, S008           ,1,2,86,9550,6,498726,6,25.5389,77.458,1,0,21,91836
4233, S006           ,2,0,7,2067,6,539822,8,13.3009,77.2274,0,3,25,11797
4234, S007           ,1,1,100,10320,6,558579,5,12.4845,71.1924,1,0,19,104670
4235, S005           ,0,0,47,5079,8,308532,7,15.4687,76.6492,1,3,19,66551
4236, S003           ,2,2,6,720,17,56000,5,24.0281,80.8084,0,3,22,11136
4237, S006           ,1,2,94,10500,5,607614,5,20.8312,87.2032,1,0,20,135527
4238, S003           ,1,1,100,8897,7,583778,6,19.2775,73.2722,0,0,19,124124
4239, S008           ,0,1,42,5824,7,295669,1,27.945,71.1924,0,1,18,65490
4240, S004           ,2,0,7,976,22,82123,0,24.4335,74.7371,0,3,25,21596
4241, S006           ,2,0,7,1489,22,56000,5,11.2852,74.8741,1,3,21,10000
4242, S007           ,2,0,11,3116,24,58252,2,14.5898,77.3854,0,3,24,10000
4243, S003           ,1,2,86,9145,4,609843,6,20.1636,81.2138,1,0,19,110078
4244, S005           ,1,2,86,9181,6,569650,0,21.8514,73.7243,1,0,20,105898
4245, S003           ,0,0,6,1938,21,585714,5,23.1675,71.888,0,2,24,10000
4246, S009           ,0,2,91,10500,5,669842,5,22.9787,72.9086,1,1,19,110934
4247, S007           ,2,2,7,1322,23,56000,8,10.8505,76.7208,1,0,24,10670
4248, S005           ,0,1,59,6524,6,274625,1,27.4096,76.0121,0,1,18,57104
4249, S007           ,1,2,48,2476,7,509614,0,28.3376,74.606,0,0,20,134969
4250, S002           ,0,1,46,6140,6,266069,7,24.8031,76.7077,1,1,18,75444
4251, S004           ,0,2,52,5662,6,79137,0,12.1669,77.586,0,2,19,60408
4252, S009           ,1,2,88,9758,5,484103,7,10.8505,80.2304,1,2,19,23497
4253, S002           ,0,1,52,5769,6,357627,7,24.012,73.5407,0,1,20,65896
4254, S007           ,2,0,6,1125,21,56000,3,12.48,77.1241,1,3,23,10000
4255, S008           ,0,2,93,1409,6,548993,6,10.8505,73.0512,1,3,21,110145
4256, S003           ,2,0,6,1778,22,56000,3,12.1066,76.8192,0,3,24,10000
4257, S005           ,1,0,43,1662,6,323553,0,26.8853,72.3009,1,1,24,10000
4258, S006           ,1,2,95,1279,22,476793,5,20.5295,75.2299,0,0,24,142876
4259, S009           ,1,2,86,9302,7,685043,6,22.6424,81.3516,1,0,21,118211
4260, S006           ,0,1,59,6765,4,280890,0,24.6554,77.0306,0,1,20,61678
4261, S004           ,1,2,100,10500,5,530989,6,12.6626,81.5868,0,0,23,110292
4262, S003           ,2,0,8,1028,23,96530,2,10.8505,76.8215,1,3,24,16648
4263, S004           ,1,2,96,9220,6,517967,5,24.6021,74.9219,1,1,20,122655
4264, S002           ,0,1,41,5605,6,296158,7,14.0261,72.0057,0,1,19,64828
4265, S003           ,1,2,100,9872,6,578887,7,24.7678,75.9587,1,0,21,104683
4266, S010           ,2,0,6,1706,24,56000,9,10.8505,73.6034,0,3,22,13378
4267, S008           ,0,1,46,10500,8,638819,0,20.447,73.2255,0,1,20,68994
4268, S007           ,2,0,15,947,23,56000,2,11.4241,75.007,0,3,25,10000
4269, S009           ,1,2,91,9389,4,693397,9,20.9944,87.855,1,0,20,143278
4270, S008           ,0,1,44,5249,7,261593,7,25.1262,75.7213,0,2,20,66520
4271, S008           ,1,0,7,1569,21,60955,2,11.5703,72.0804,0,3,23,10000
4272, S007           ,1,2,93,8810,8,483044,5,25.3366,77.8858,0,2,20,97517
4273, S009           ,1,2,68,9481,6,665573,5,22.0166,82.0894,1,0,24,110091
4274, S010           ,0,1,42,5244,6,296793,2,10.8505,74.562,0,1,20,66587
4275, S003           ,1,2,95,8628,6,641358,6,24.5089,86.4604,1,0,20,137224
4276, S008           ,2,1,41,2052,18,56533,6,10.8505,75.2363,0,3,24,15649
4277, S008           ,1,2,80,9844,6,490397,6,26.57,77.5078,0,1,22,121185
4278, S010           ,2,0,12,1389,23,56000,2,13.801,75.5841,0,3,22,34279
4279, S003           ,1,2,82,8440,4,91951,7,18.4954,78.8042,1,0,22,25139
4280, S007           ,2,0,6,1801,22,124910,8,11.3585,75.3619,0,3,23,21594
4281, S009           ,1,2,93,9459,5,523567,2,24.8861,82.5001,1,0,21,117016
4282, S006           ,1,2,84,9773,5,700000,9,18.142,83.3844,1,0,19,136404
4283, S005           ,2,1,53,5902,22,280397,7,11.242,74.7661,1,3,21,75441
4284, S004           ,1,0,6,891,20,56000,3,12.0299,77.5104,1,3,25,10000
4285, S010           ,2,2,9,1894,21,130123,3,10.8505,76.6604,1,3,24,14973
4286, S008           ,0,1,37,5702,7,318278,1,24.1381,76.2924,0,1,20,69680
4287, S005           ,1,1,100,5531,4,501950,3,10.8505,78.9024,1,0,18,50690
4288, S003           ,1,2,100,8014,4,551445,6,16.6225,87.5793,1,0,20,150000
4289, S002           ,0,1,23,10500,6,291727,2,22.8732,74.2085,0,0,21,70390
4290, S003           ,1,2,93,10224,4,647142,5,17.9605,81.6953,1,0,23,110851
4291, S007           ,2,0,6,1258,23,56000,8,10.8505,80.135,1,3,23,69617
4292, S003           ,0,2,84,9968,6,617805,1,22.5958,71.8067,0,0,21,129328
4293, S003           ,1,0,18,1460,17,56000,6,10.8505,77.5851,0,3,24,10000
4294, S009           ,1,2,91,1307,6,700000,3,10.8505,71.6232,1,0,24,119509
4295, S003           ,2,2,11,1526,22,56000,3,10.8505,78.7887,1,3,22,10000
4296, S008           ,0,1,48,5787,7,273246,7,16.2998,74.0237,0,1,20,56602
4297, S008           ,0,2,99,10500,4,580903,6,25.2227,74.583,1,0,20,129302
4298, S005           ,1,1,49,9266,6,284204,7,24.8323,71.1924,1,1,20,66506
4299, S007           ,2,0,8,720,17,56000,8,10.8505,79.0027,0,3,24,14300
4300, S009           ,1,2,94,10302,6,563891,5,10.8505,75.2791,0,0,21,131006
4301, S008           ,0,1,43,5193,4,350001,6,12.2105,76.4255,0,1,19,64953
4302, S007           ,1,0,100,10500,20,56000,8,10.8505,84.9468,1,0,23,22622
4303, S009           ,1,2,96,9283,4,534595,9,22.1597,76.5127,1,0,24,134677
4304, S008           ,0,1,48,5240,7,299063,0,23.2162,72.6147,1,1,18,77249
4305, S003           ,1,2,98,10249,4,655247,5,10.8505,82.8777,1,0,19,126160
4306, S009           ,1,2,100,10434,5,518929,7,12.6535,77.127,1,0,18,118029
4307, S005           ,1,2,43,10500,6,326594,9,19.1493,75.4949,1,0,19,10000
4308, S005           ,0,1,42,5272,7,365215,7,21.231,76.7909,0,1,18,53507
4309, S006           ,1,2,95,5154,6,577206,1,10.8505,76.8024,1,0,20,64601
4310, S010           ,1,0,8,1014,23,86419,0,10.8935,75.9135,1,1,24,15941
4311, S005           ,0,1,54,5276,5,298753,5,23.1998,74.0694,0,1,19,64293
4312, S003           ,1,2,98,10500,6,513430,9,19.7654,77.5682,1,0,19,133070
4313, S004           ,2,0,8,1250,19,99631,8,12.4784,79.3711,0,3,24,10000
4314, S004           ,2,0,6,2290,20,56000,3,10.8505,78.4585,0,3,25,15714
4315, S007           ,2,0,10,1866,21,59382,6,10.8505,78.4949,1,2,21,10000
4316, S003           ,1,2,91,10500,6,551278,8,21.6909,87.855,1,0,19,112609
4317, S002           ,0,1,50,5872,8,284885,0,24.4335,75.2791,0,1,18,47730
4318, S005           ,0,1,45,4325,8,261973,7,23.6769,76.2154,0,3,19,61563
4319, S009           ,0,1,46,6188,8,253670,7,21.8109,74.4159,0,3,18,69196
4320, S007           ,2,0,6,1503,24,56000,2,10.8505,75.8278,0,3,24,10000
4321, S002           ,0,1,52,6631,7,305114,1,22.0193,73.5436,0,1,19,64756
4322, S005           ,2,0,7,1148,16,56000,6,12.7258,75.826,1,3,23,15192
4323, S003           ,1,2,99,8977,5,540134,9,10.8505,75.7309,1,0,19,112300
4324, S010           ,2,0,22,911,18,83328,8,14.2824,75.5544,0,3,22,15575
4325, S007           ,1,0,6,720,24,105700,8,10.8505,77.5781,1,3,23,10000
4326, S006           ,1,1,90,4188,7,59510,8,22.1492,77.3205,0,1,21,57567
4327, S003           ,2,0,14,1719,5,80825,2,20.783,74.2923,0,0,25,10000
4328, S006           ,1,2,95,8848,4,481358,9,21.4862,82.5481,0,1,18,99648
4329, S005           ,2,1,53,8998,7,320717,2,12.4523,74.211,1,3,24,60520
4330, S009           ,0,2,94,10290,5,560971,5,22.3094,71.1924,1,0,24,103965
4331, S008           ,1,2,74,10279,5,589315,9,21.5421,73.8392,1,0,22,15979
4332, S007           ,0,0,9,1284,16,122322,5,15.4731,71.1924,0,3,23,11309
4333, S005           ,0,1,44,5279,8,334891,0,27.8296,76.2146,1,1,20,59973
4334, S002           ,1,2,41,10500,8,603497,2,11.3062,71.1924,1,3,19,62717
4335, S007           ,2,0,6,1555,18,59814,2,10.8505,75.5582,0,3,24,13964
4336, S010           ,2,0,16,1514,23,56000,2,10.8505,76.9168,1,3,24,16771
4337, S010           ,2,0,23,720,18,56000,1,22.6147,77.5315,1,3,23,24628
4338, S010           ,2,0,10,1089,20,56000,8,14.7997,77.1448,1,3,23,10000
4339, S007           ,2,0,23,742,19,56000,3,11.6424,74.0291,0,3,25,10000
4340, S008           ,0,0,43,5620,7,349741,7,10.8505,72.5648,0,3,19,60840
4341, S010           ,2,0,6,1745,24,56000,2,13.7722,76.3201,1,3,23,10000
4342, S007           ,2,0,14,720,21,56000,2,14.8764,79.8651,0,3,24,15048
4343, S005           ,1,2,94,9711,6,686482,1,21.3628,75.5403,1,2,19,109693
4344, S007           ,1,2,100,9772,20,651827,5,10.8505,75.6434,1,0,24,10000
4345, S003           ,2,0,11,2487,24,63638,2,11.9557,72.2609,0,3,24,27847
4346, S008           ,0,1,43,5484,8,338658,1,14.293,72.2378,0,1,18,56817
4347, S010           ,2,0,10,1249,24,56000,5,10.8505,79.3601,1,3,25,15579
4348, S004           ,2,0,7,1488,24,122133,0,18.258,75.354,0,3,20,12650
4349, S003           ,1,2,91,9726,5,370418,6,18.5504,73.4999,0,0,21,120124
4350, S005           ,0,1,49,5835,6,300049,1,28.2899,71.1924,0,1,18,68380
4351, S002           ,0,1,51,5230,8,323493,7,27.0912,71.513,0,1,19,73868
4352, S003           ,1,2,93,10256,5,601189,6,21.5405,86.6006,1,0,20,120875
4353, S005           ,0,1,50,5647,6,308493,6,10.8505,74.8113,0,2,20,58187
4354, S006           ,1,2,100,10085,6,469210,9,17.5375,79.2939,1,0,21,121088
4355, S008           ,0,1,43,5510,6,334403,3,21.0168,73.861,0,1,19,62207
4356, S007           ,2,0,15,1606,24,56000,8,10.8505,72.472,0,3,25,10000
4357, S009           ,1,2,72,8724,8,560362,9,13.7681,78.6717,1,2,19,109901
4358, S004           ,2,0,6,1028,7,56000,8,12.4721,79.3039,0,3,22,23520
4359, S006           ,0,2,85,10500,7,643818,1,20.9379,77.0124,1,1,20,108225
4360, S008           ,1,2,85,9189,5,660470,9,21.1419,72.7459,1,0,20,124757
4361, S010           ,0,1,42,5473,6,319578,0,14.2569,76.2021,0,1,20,69030
4362, S007           ,2,0,15,776,22,56000,2,12.878,76.2357,0,3,23,11559
4363, S010           ,2,0,18,1801,18,81033,3,24.1917,73.2921,0,3,23,15306
4364, S004           ,0,1,17,5320,9,330251,8,22.2908,76.891,0,1,19,51164
4365, S010           ,2,1,20,5274,7,297162,1,21.889,74.4166,0,1,20,66194
4366, S005           ,0,0,48,1625,6,78181,2,10.8505,75.2122,0,2,21,66779
4367, S005           ,0,1,31,5095,6,241921,7,27.2349,75.0645,0,1,19,72524
4368, S006           ,1,2,97,9832,6,598038,6,10.8505,87.855,1,0,22,135230
4369, S010           ,2,0,9,2184,24,94314,3,10.8505,74.525,0,3,23,10000
4370, S010           ,1,0,17,2304,7,56000,1,11.9808,71.1924,0,3,25,10000
4371, S007           ,2,0,16,2000,21,90861,3,10.8505,74.4914,1,3,23,19804
4372, S004           ,2,0,9,1913,20,69544,8,10.8505,75.2163,1,3,23,10000
4373, S007           ,2,0,8,5817,6,116136,9,22.9196,74.9633,0,1,24,11038
4374, S010           ,2,0,17,800,19,78658,0,10.8505,73.057,0,3,23,24852
4375, S005           ,2,2,94,1104,6,56000,6,19.9818,77.0582,1,0,23,116662
4376, S008           ,0,1,55,5910,8,322034,7,24.439,73.3236,0,1,20,50214
4377, S008           ,0,1,41,5356,6,344835,0,21.1784,76.2213,0,3,19,63340
4378, S009           ,1,2,88,10500,5,641862,6,23.0489,80.0657,1,0,21,98549
4379, S008           ,2,1,6,910,21,56000,7,10.8505,77.3984,0,1,24,17883
4380, S008           ,2,0,16,10045,15,60572,5,10.8505,77.7205,0,3,24,116151
4381, S002           ,1,2,100,10178,4,611820,5,21.8779,83.2886,1,0,19,130287
4382, S007           ,0,1,46,839,8,331299,7,11.5974,74.0918,1,2,21,10000
4383, S008           ,1,2,82,8258,5,577706,6,22.9034,75.7928,1,0,21,120263
4384, S005           ,1,0,18,916,5,56000,2,11.2769,71.1924,1,3,23,36465
4385, S005           ,1,0,6,1578,7,56000,8,10.9773,73.9875,1,0,23,18618
4386, S010           ,2,0,13,2068,22,60863,3,12.4762,74.5598,0,3,23,10000
4387, S010           ,1,2,6,1965,18,56000,6,10.8505,74.6965,1,3,22,32107
4388, S008           ,0,1,39,4867,7,289379,6,22.9186,74.4384,0,3,18,71154
4389, S010           ,2,1,57,5508,8,231138,3,12.3043,74.415,0,1,20,60895
4390, S009           ,0,1,48,5584,6,287384,7,23.967,75.5994,0,1,19,66578
4391, S005           ,0,1,46,5383,8,269793,2,28.6139,71.1924,0,1,20,59001
4392, S006           ,0,1,45,4775,7,311019,7,24.9831,71.1924,0,1,19,48651
4393, S010           ,2,0,40,5788,22,313239,3,13.1673,80.3147,0,3,21,48446
4394, S009           ,1,2,100,7937,6,283830,5,26.7602,72.4873,1,2,25,125917
4395, S004           ,0,0,6,10040,24,587559,7,19.0496,74.5473,1,0,24,107885
4396, S007           ,2,0,17,2434,22,93279,8,10.8505,77.8323,0,3,22,10000
4397, S009           ,1,0,100,7499,6,558703,2,13.612,84.2629,1,0,23,10000
